Court_Id,Name,Borough,Location,Num_Of_Courts,Lat,Lon
Q353,GRASSMERE PLAYGROUND(PS 215),Queens,"GRASSMERE TERR, BRKHAVEN AVE, BR",2.0,40.599,-73.7587
Q358,GUNN PARK (PS 18),Queens,"S/S HILLSIDE AVE, E/O 235 CT",4.0,40.7318,-73.7315
Q359,HAGGERTY PARK,Queens,S/S JAMAICA AVE BET 202-204 STS,4.0,40.7126,-73.7578
Q226,Hallets Cove Playground,Queens,HALLETS COVE & VERNON BLVD,4.0,40.7719,-73.9343
Q367,HAMMEL PLAYGROUND,Queens,B 83 ST & ROCKAWAY BCH BLVD,2.0,40.5884,-73.8093
Q357B01,HANDBALL HAVEN,Queens,102 ST/62 AVE/YELLOWSTONE BLVD,2.0,40.7361,-73.8552
Q408,HAROLD SCHNEIDERMAN P/G(PS232),Queens,155 AVE BET 84 & 85 ST,2.0,40.6649,-73.8502
Q120,HARVARD P/G,Queens,"179 PL, N/O JAMAICA AVE",2.0,40.7089,-73.7814
Q352,HILLSIDE PARK(JHS 172),Queens,"82 AVE, 256 - 257 STS",2.0,40.7406,-73.7131
Q360N,HOFFMAN PARK,Queens,HOFFMAN DR & SEABURY ST,4.0,40.7325,-73.8728
Q405,HOLLIS PLAYGROUND(JHS 192),Queens,"HOLLIS AVE, 205 ST, 111",4.0,40.7066,-73.7529
Q300B,Holy Cow P/G (PS 179),Queens,HRC HDNG BLVD/ 199 STREET,4.0,40.7421,-73.7785
Q105,HOWARD VON DOHLEN P/G,Queens,"ARCHER AVE, 138 PL, 91 AVE, 138",3.0,40.6991,-73.813
Q066F,HOYT PLAYGROUND,Queens,"HOYT AVE, 29 TO 31 STS",4.0,40.7714,-73.9169
Q301,JAMAICA PLAYGROUND(PS 40),Queens,109 ST/BRNKRHOFF AVE/106/UNION H,8.0,40.6929,-73.7908
Q285,JOHN ADAMS P/G,Queens,"133 AVE, 101 TO 103 STS",2.0,40.6774,-73.8356
Q391,JOSEPH AUSTIN P/G,Queens,GRND CENT PKWY BET 164 PL & 168,6.0,40.7161,-73.8015
Q094,JOSEPH P. ADDABBO PLAYGROUND,Queens,"BET 81-82 STS, N CONDUIT AVE",6.0,40.6729,-73.8542
Q122,JUNCTION P/G,Queens,"96 ST, 34 AVE, JUNCTION BLVD",2.0,40.7545,-73.8719
Q102,JUNIPER NORTH PLGD (TENNIS),Queens,"77 PL, JUNIPER BLVD",10.0,40.7211,-73.8772
Q121,"K.L.WILLIAMS (P/G, TENNIS)",Queens,"LIBERTY AVE, 172-173 STS",4.0,40.7042,-73.7851
Q300A,KISSENA CORRIDOR PK,Queens,PCK/UNDRHL AVES/UTOPIA PKY/HRC H,4.0,40.7448,-73.787
Q407,Lannett Playground,Queens,"B 8 ST, LANETT AVE, B 9 ST",2.0,40.5995,-73.744
Q108,LAURELTON P/G,Queens,"BROOKVILLE BLVD, S/O 136 AVE",4.0,40.6692,-73.7372
Q096E,LEFFERTS P/G,Queens,"N CONDUIT AVE, 120-122 STS",2.0,40.6656,-73.8206
Q330,LOCUST MANOR P/G(PS 15),Queens,"192 ST, S/S 121 AVE",2.0,40.6857,-73.7562
Q128,LONDON PLANETREE P/G,Queens,"88-89 STS, ATLANTIC TO 95 AVES",8.0,40.6866,-73.8536
Q415,LOUIS ARMSTRONG P/G(PS 143),Queens,37 AVE BET 112 & 113 STS,4.0,40.7549,-73.8558
Q369,LOUIS PASTEUR PARK(JHS 67),Queens,52 AVE BET 248 ST & MARATHON PKW,6.0,40.7619,-73.7351
Q020,HIGHLAND PARK,Queens,JAMAICA AVE & ELTON ST,10.0,40.6842,-73.8881
Q305,MAFERA PARK,Queens,65 PL & 68 AVE,4.0,40.706,-73.891
Q220G,MANTON P/G,Queens,VAN WYCK EXWY/84 RD/MANTON ST/83,4.0,40.7123,-73.8213
Q211,MAPLE PLAYGROUND,Queens,KISSENA BLVD & MAPLE AVE,2.0,40.7556,-73.8263
Q127,MARCONI PARK,Queens,"109 AVE, 157 ST, 108 AVE, 155 ST",8.0,40.6942,-73.7953
Q364,MARIE CURIE PARK(JHS 158),Queens,46 AVE & 211 ST,2.0,40.757,-73.771
Q337,MAURICE A FITZGERALD P/G,Queens,ATLANTIC AVE BET 104/106 STS,4.0,40.6903,-73.8402
Q096C,MENTONE PLAYGROUND,Queens,"SOUTHERN PKWY, 231-234 STS",2.0,40.6663,-73.742
Q402,MERRICK PLAYGROUND(IS 8),Queens,167 ST & 109 AVE,2.0,40.6964,-73.786
Q007,MICHAELIS-BAYSWATER PK,Queens,BCH CHNL DR/B 32 ST/DWIGHT- NORTO,6.0,40.5995,-73.7673
Q396,MONTBELLIER PARK,Queens,SPRNGFLD BLVD BET ESTGATE PLAZA,2.0,40.6738,-73.7564
Q366,MOSER PARK,Queens,"W/S 77 ST, N/S 25 AVE",2.0,40.7631,-73.8924
Q437,MURRAY HILL P/G(PS 22),Queens,"156-MURRAY ST, BARCLAY-SANFORD A",2.0,40.7617,-73.8115
Q141,MURRAY PLAYGROUND,Queens,"21 ST, 45 AVE, 11 ST, 45 RD",4.0,40.7473,-73.9497
Q210,NAUTILUS P/G,Queens,"MERRICK BLVD, 120 AVE, BAISLEY B",2.0,40.6847,-73.7704
Q426,NORTH ROCHDALE P/G(PS 30),Queens,BAISLEY BLVD & BEDELL ST,2.0,40.6799,-73.7754
Q363,NORTHERN P/G(PS 149),Queens,NORTHERN BLVD & 93 ST,2.0,40.7563,-73.8749
Q400,OAKLAND GARDENS(PS 203),Queens,E/S SPRINGFIELD BLVD & 54 AVE,2.0,40.7537,-73.7595
Q430,P.S. 195 Playground/Sunrise Playground,Queens,149 RD/WELLER LANE/149 AVE/253 ST,2.0,40.6529,-73.7365
Q306,PAINTER'S P/G(PS 174),Queens,ALDERTON ST/DIFTERLE-ELWELL CRES,4.0,40.7206,-73.8599
Q298,PAUL RAIMONDA P/G,Queens,"47 RO 48 STS, 20 AVE",4.0,40.7729,-73.897
Q351,PETERS FIELD,Queens,"LIBERTY AVE, 183 PL, 104 AVE",2.0,40.7064,-73.7751
Q362,PLAYGROUND NINETY (PS 148 P/G),Queens,NORTHERN BLVD & 90 ST,4.0,40.7574,-73.8788
Q334,PLAYGROUND TWENTY-ONE(PS 184),Queens,"163-166 STS, 21 AVE - 21 RD",4.0,40.7784,-73.7984
Q118,PO NICHOLAS DEMUTIIS PK(OZONE),Queens,"LIBERTY AVE, 101-102 STS",2.0,40.6821,-73.8392
Q092,POL. OFC EDWARD BYRNE PARK,Queens,N CONDUIT AVE/134-135 ST/135 AV,4.0,40.6672,-73.8067
Q329,POMONOK P/G(PS 201),Queens,"KISSENA BLVD, 65 AVE",8.0,40.7358,-73.8144
Q327,PS 186 P/G(CASTLEWOOD SCHOOL),Queens,LITTLE NECK PKWY & 72 AVE,2.0,40.7495,-73.7228
Q333,RAVENSWOOD P/G,Queens,"35 AVE, 21 ST, 34 AVE",6.0,40.7627,-73.9345
Q345,REDFERN PLAYGROUND,Queens,B 12 ST & REDFERN AVE,2.0,40.6113,-73.7489
Q423,REIFF PLAYGROUND,Queens,59 DRIVE/63 STREET/FRESH POND RD,2.0,40.7188,-73.9015
Q371,ROCKAWAY COMMUNITY PK,Queens,CONCH/SMRVLE-NORTON BASINS/ALMED,2.0,40.5983,-73.7854
Q414,ROCKET PARK (JHS 202)(GODDARD),Queens,"N CONDUIT AVE, ARION RD, 149 AVE",2.0,40.6706,-73.8464
Q398,Rosemary's Playground,Queens,WOODWARD/WOODBINE/FAIRVIEW/MADISON,0.0,40.7045,-73.9038
Q023,RUFUS KING PARK,Queens,"JAMAICA AVE, 153 ST, 89 AVE, 150 ST",2.0,40.7045,-73.8034
Q335,RUSSELL SAGE P/G(JHS 190),Queens,68 AVE/BOOTH TO AUSTIN STS,2.0,40.7238,-73.8519
Q293,SAUL WEPRIN P/G(PS 162 P/G),Queens,201-202 STS BET 53 & 56 AVES,4.0,40.7477,-73.7766
Q422,SEASIDE PLAYGROUND(PS 225),Queens,ST MARKS AVE & B 109 ST,2.0,40.5809,-73.8306
Q021C,SEVEN GABLES P/G (IS 74),Queens,"S/O LI EXWY, 21O & OCEANIA STS",2.0,40.7441,-73.7661
Q354,SEVENTY-FIVE P/G(PS 154),Queens,"75 AVE, 160-162 STS",2.0,40.7263,-73.8081
Q129,SMOKEY OVAL,Queens,95 AVE/127 ST/ATLANTIC AVE/125 ST,8.0,40.6948,-73.8209
Q131,SOUTH MAURICE SENIOR PLAYGROUND,Queens,"CENTER OF PARK, LIE SERVICE RD",2.0,40.7269,-73.9034
Q427,SOUTH ROCHDALE P/G(PS 80),Queens,133 ST & 137 AVE,2.0,40.6737,-73.7688
Q429,SPIRIT P/G(PS 76),Queens,36 AVE BET 9 & 10 STS,2.0,40.7615,-73.9416
Q406,SPRINGFIELD PARK NORTH-JHS 231,Queens,"SPRINGFIELD BLVD, 145 RD,",4.0,40.664,-73.7595
Q174A,ST MICHAELS PK,Queens,BKLYN-QUEENS EXPY FROM 30 AVE,4.0,40.7585,-73.9
Q291,STARR PLAYGROUND,Queens,ONDERDONK/WILLOUGHBY AVES/STARR ST,2.0,40.71,-73.9179
Q395,STEINWAY P/G(JHS 141),Queens,"20 RD, 20 AVE, 37-38 STS",2.0,40.7767,-73.9037
Q317,TALL OAK PLAYGROUND(PS 46),Queens,"64 AVE, 218-219 STS",2.0,40.7457,-73.7579
Q349,TELEPHONE P/G(PS 205),Queens,"BELL BLVD, 75 AVE & 217 ST",2.0,40.7385,-73.7569
Q044,THOMSON HILL P/G,Queens,,2.0,40.7414,-73.9224
Q340,TORSNEY PLAYGROUND,Queens,SKILLMAN AVE & 43 ST,4.0,40.7477,-73.9211
Q303,TRAVERS PARK,Queens,"34 AVE, 77-78 STS",4.0,40.7542,-73.8896
Q294,UTOPIA P/G,Queens,"73 AVE, JEWEL AVE, UTOPIA PKWY",4.0,40.7304,-73.7927
Q321,VAN ALST P/G(PS 171),Queens,"29 TO 30 AVES, 21 ST",2.0,40.7706,-73.9278
Q320,VLEIGH P/G(PS 165),Queens,70 RD/71 AVE/150 ST/KISSENA BLVD,4.0,40.7296,-73.8173
Q421,WALTER WARD PLAYGROUND(PS 207),Queens,89 ST & 160 AVE,2.0,40.6574,-73.8435
Q082,WAYANDA PARK(PS 34),Queens,HOLLIS AVE & ROBARD LANE,4.0,40.7112,-73.7384
Q022,WEEPING BEECH/ CARMAN GREEN,Queens,37 AV/PARSONS BLVD/BOWNE STREET,2.0,40.7637,-73.8248
Q266,WESTBOURNE PLAYGROUND(PS 104),Queens,"MOTT & WESTBOURN AVES, B 25 ST",4.0,40.608,-73.7644
Q031,WINDMULLER PK,Queens,52 ST/WDSDE AV/39RD/39DR,4.0,40.7477,-73.9108
Q332,WOODTREE P/G,Queens,"20 AVE, 37 ST, 38 ST",4.0,40.7779,-73.9023
R087,Dongan Playground,Staten Island,,4.0,40.5825,-74.0894
R090,Double Nickel Playground (P.S. 55),Staten Island,Koch Boulevard and Preston Avenue,2.0,40.5367,-74.1631
R067,General Douglas McArthur Park,Staten Island,,4.0,40.586,-74.1004
R068,The Big Park,Staten Island,,2.0,40.6313,-74.1649
R025,Mahoney Playground,Staten Island,,6.0,40.6431,-74.0856
R076,Markham Playground (P.S. 51),Staten Island,,2.0,40.6243,-74.1456
R038A,Midland Field (J.H. 2),Staten Island,,4.0,40.577,-74.099
R073,Naples Playground (P.S. 48),Staten Island,,4.0,40.6026,-74.0906
R063,Oldtown Playground (P.S. 46),Staten Island,,2.0,40.5951,-74.0814
R045,Schmul Park,Staten Island,,4.0,40.5902,-74.188
R061,Stapleton Playground (P.S. 14),Staten Island,,4.0,40.6227,-74.0799
R069,Terrace Park (P.S. 35),Staten Island,,2.0,40.6138,-74.0989
R064,Todt Hill Houses Playground,Staten Island,,4.0,40.6089,-74.1193
Q448,Roy Wilkins Recreation Center,Queens,"Baisley & Merrick boulevards, 115 Avenue, 177 Street",,40.6853,-73.77
B244,McDonald Playground,Brooklyn,McDonald Avenue,6.0,40.6003,-73.9724
X210,Governor Smith Playground,Bronx,E. 152nd Street between Morris Avenue and Courtlandt Avenue,6.0,40.8193,-73.9202
B431,Brooklyn Bridge Park,Brooklyn,Pier 2,6.0,40.6995,-73.9979
B132,Justice Gilbert Ramirez Park,Brooklyn,McKibbin St. bet. White St. and Bogart St.,1.0,40.706,-73.934
B132,Justice Gilbert Ramirez Park,Brooklyn,McKibbin St. bet. White St. and Bogart St.,1.0,40.706,-73.934
Q163,Beach 105th St. Courts,Queens,Shore Front Parkway & Beach 105 St,8.0,40.5812,-73.8242
X216,Abigail Playground,Bronx,E 156 St bet. Tinton Av and Union Av,2.0,40.8174,-73.9047
